over_num,balls_left_in_over,overs_left,wickets_left,score,striker_sr,non_striker_sr,best_bowler
10,0,9,8,87,225.0,50.0,L Balaji
11,0,8,8,95,233.33333333333334,33.33333333333333,M Muralitharan
12,0,7,6,97,0.0,0.0,L Balaji
13,0,6,5,107,0.0,50.0,P Amarnath
14,0,5,4,115,175.0,50.0,M Muralitharan
15,-1,4,4,119,50.0,0.0,L Balaji
16,0,3,4,127,75.0,250.0,M Muralitharan
17,0,2,4,146,225.0,500.0,MS Gony
18,0,1,4,155,266.66666666666663,33.33333333333333,JA Morkel
19,0,0,1,163,266.66666666666663,0.0,L Balaji
0,-1,19,10,3,0.0,33.33333333333333,DS Kulkarni
1,0,18,9,9,150.0,0.0,MM Patel
2,0,17,8,14,80.0,0.0,Harbhajan Singh
3,0,16,7,16,50.0,0.0,MM Patel
4,0,15,7,19,33.33333333333333,66.66666666666666,SL Malinga
5,0,14,6,25,50.0,0.0,DS Kulkarni
6,0,13,6,30,83.33333333333334,0.0,SL Malinga
7,0,12,6,40,200.0,100.0,JEC Franklin
8,0,11,6,43,66.66666666666666,33.33333333333333,KA Pollard
9,0,10,6,49,100.0,100.0,Harbhajan Singh
10,0,9,6,64,220.00000000000003,400.0,KA Pollard
11,0,8,6,72,100.0,150.0,Harbhajan Singh
12,0,7,5,80,175.0,50.0,MM Patel
13,-1,6,5,87,100.0,50.0,Harbhajan Singh
14,0,5,5,102,250.0,0.0,DS Kulkarni
15,-1,4,5,110,80.0,100.0,SL Malinga
16,0,3,5,121,200.0,166.66666666666669,MM Patel
17,0,2,4,125,0.0,100.0,SL Malinga
18,-1,1,3,134,140.0,0.0,DS Kulkarni
19,0,0,3,147,240.0,100.0,KA Pollard
0,0,19,10,14,260.0,100.0,B Lee
1,0,18,10,21,175.0,0.0,Iqbal Abdulla
2,0,17,10,24,33.33333333333333,33.33333333333333,YK Pathan
3,0,16,10,34,100.0,180.0,Iqbal Abdulla
4,0,15,10,51,0.0,320.0,YK Pathan
5,0,14,10,62,200.0,100.0,Shakib Al Hasan
6,0,13,10,71,200.0,50.0,R Bhatia
7,0,12,9,82,200.0,100.0,B Lee
8,0,11,8,83,20.0,0.0,JH Kallis
9,0,10,8,87,100.0,50.0,B Lee
10,0,9,7,93,50.0,133.33333333333331,JH Kallis
11,0,8,7,99,50.0,125.0,L Balaji
12,0,7,6,104,80.0,0.0,JH Kallis
13,0,6,6,114,100.0,180.0,L Balaji
14,-1,5,6,120,80.0,50.0,JH Kallis
15,0,4,5,123,100.0,0.0,Shakib Al Hasan
16,0,3,5,130,125.0,50.0,Iqbal Abdulla
17,0,2,4,133,66.66666666666666,33.33333333333333,Shakib Al Hasan
18,0,1,4,141,125.0,150.0,B Lee
19,4,0,4,148,100.0,600.0,Shakib Al Hasan
0,0,19,10,3,50.0,50.0,B Kumar
1,0,18,9,8,250.0,0.0,Washington Sundar
2,0,17,9,16,175.0,50.0,B Kumar
3,0,16,8,17,0.0,0.0,Washington Sundar
4,0,15,7,27,200.0,0.0,R Shepherd
5,0,14,7,32,75.0,100.0,Washington Sundar
6,0,13,7,35,50.0,50.0,Umran Malik
7,0,12,7,43,200.0,66.66666666666666,Abdul Samad
8,0,11,7,48,100.0,50.0,T Natarajan
9,0,10,7,68,366.66666666666663,300.0,Umran Malik
10,0,9,7,76,125.0,150.0,T Natarajan
11,0,8,7,85,200.0,50.0,R Shepherd
12,0,7,7,92,66.66666666666666,166.66666666666669,B Kumar
13,0,6,7,108,300.0,100.0,Umran Malik
14,0,5,7,114,66.66666666666666,100.0,T Natarajan
15,0,4,6,120,0.0,100.0,R Shepherd
16,0,3,6,137,300.0,250.0,Washington Sundar
17,0,2,6,144,120.0,100.0,B Kumar
18,0,1,4,152,0.0,100.0,T Natarajan
19,-1,0,3,169,140.0,350.0,R Shepherd
0,0,19,10,6,250.0,25.0,JO Holder
1,0,18,10,11,75.0,100.0,KH Pandya
2,-1,17,10,21,160.0,50.0,JO Holder
3,0,16,9,28,133.33333333333331,0.0,Avesh Khan
4,0,15,9,38,33.33333333333333,166.66666666666669,AJ Tye
5,0,14,8,40,0.0,25.0,Avesh Khan
6,-1,13,8,51,200.0,100.0,Ravi Bishnoi
7,0,12,8,66,100.0,325.0,AJ Tye
8,0,11,8,77,66.66666666666666,300.0,KH Pandya
9,0,10,8,82,100.0,66.66666666666666,Ravi Bishnoi
10,0,9,7,83,0.0,0.0,KH Pandya
11,0,8,7,91,50.0,175.0,Avesh Khan
12,-1,7,7,95,100.0,20.0,Ravi Bishnoi
13,0,6,6,105,0.0,266.66666666666663,KH Pandya
14,-1,5,6,120,200.0,200.0,JO Holder
15,0,4,6,129,100.0,250.0,Ravi Bishnoi
16,0,3,6,137,200.0,66.66666666666666,AJ Tye
17,-1,2,4,144,200.0,0.0,Avesh Khan
18,-1,1,4,154,100.0,140.0,AJ Tye
19,0,0,1,157,0.0,50.0,JO Holder
0,0,19,10,10,200.0,50.0,K Gowtham
1,-1,18,10,17,100.0,83.33333333333334,DS Kulkarni
2,0,17,10,20,50.0,0.0,K Gowtham
3,0,16,10,29,100.0,400.0,DS Kulkarni
4,0,15,10,43,0.0,260.0,JC Archer
5,0,14,10,48,75.0,100.0,K Gowtham
6,0,13,9,55,100.0,0.0,S Gopal
7,0,12,9,71,300.0,233.33333333333334,VR Aaron
8,0,11,8,71,0.0,0.0,S Gopal
9,0,10,8,73,100.0,20.0,K Gowtham
10,0,9,7,74,0.0,0.0,S Gopal
11,0,8,7,80,66.66666666666666,133.33333333333331,STR Binny
12,0,7,7,92,275.0,50.0,BA Stokes
13,-1,6,7,103,200.0,66.66666666666666,JC Archer
14,0,5,7,107,66.66666666666666,66.66666666666666,S Gopal
15,0,4,7,117,100.0,180.0,DS Kulkarni
16,0,3,7,125,200.0,66.66666666666666,BA Stokes
17,0,2,6,132,100.0,0.0,JC Archer
18,0,1,6,141,100.0,175.0,BA Stokes
19,0,0,6,158,275.0,250.0,JC Archer
0,0,19,10,8,100.0,140.0,UT Yadav
1,0,18,10,18,160.0,100.0,Navdeep Saini
2,-1,17,10,33,225.0,166.66666666666669,UT Yadav
3,0,16,10,45,133.33333333333331,0.0,Navdeep Saini
4,0,15,10,46,16.666666666666664,0.0,Mohammed Siraj
5,0,14,10,55,150.0,0.0,Navdeep Saini
6,0,13,10,59,100.0,60.0,Mohammed Siraj
7,0,12,9,61,50.0,0.0,YS Chahal
8,0,11,9,72,100.0,225.0,MP Stoinis
9,-1,10,9,80,100.0,100.0,YS Chahal
10,0,9,9,87,200.0,33.33333333333333,MP Stoinis
11,0,8,9,101,150.0,275.0,MM Ali
12,-1,7,8,104,33.33333333333333,25.0,YS Chahal
13,0,6,8,111,100.0,133.33333333333331,UT Yadav
14,0,5,8,121,200.0,133.33333333333331,MP Stoinis
15,0,4,8,125,100.0,50.0,YS Chahal
16,-1,3,8,141,175.0,266.66666666666663,Mohammed Siraj
17,-1,2,8,150,100.0,150.0,Navdeep Saini
18,0,1,7,154,50.0,100.0,Mohammed Siraj
19,1,0,7,164,300.0,50.0,UT Yadav
0,0,19,10,2,33.33333333333333,33.33333333333333,Harbhajan Singh
1,0,18,9,7,250.0,0.0,MM Patel
2,0,17,9,9,33.33333333333333,33.33333333333333,Harbhajan Singh
3,0,16,8,18,0.0,180.0,MM Patel
4,0,15,8,27,266.66666666666663,33.33333333333333,SL Malinga
5,0,14,8,45,340.0,100.0,PP Ojha
6,0,13,7,46,33.33333333333333,0.0,SL Malinga
7,0,12,7,50,66.66666666666666,66.66666666666666,KA Pollard
8,0,11,7,55,100.0,66.66666666666666,PP Ojha
9,0,10,7,61,100.0,100.0,KA Pollard
10,0,9,7,65,75.0,50.0,Harbhajan Singh
11,-1,8,7,80,240.0,100.0,KA Pollard
12,0,7,6,83,0.0,100.0,MM Patel
13,0,6,6,86,66.66666666666666,33.33333333333333,PP Ojha
14,0,5,6,96,200.0,100.0,Harbhajan Singh
15,-1,4,6,109,180.0,100.0,PP Ojha
16,0,3,6,119,200.0,100.0,SL Malinga
17,0,2,5,123,50.0,100.0,MM Patel
18,0,1,3,130,200.0,100.0,SL Malinga
19,-1,0,1,138,150.0,0.0,KA Pollard
0,0,19,10,2,20.0,100.0,Ankit Sharma
1,0,18,9,8,100.0,100.0,DW Steyn
2,0,17,9,10,20.0,100.0,Ankit Sharma
3,0,16,8,10,0.0,0.0,DW Steyn
4,0,15,8,15,50.0,100.0,Ankit Sharma
5,0,14,8,29,275.0,150.0,DT Christian
6,0,13,8,32,50.0,0.0,Anand Rajan
7,0,12,8,37,100.0,50.0,A Mishra
8,0,11,8,44,66.66666666666666,166.66666666666669,DT Christian
9,0,10,8,49,75.0,100.0,CL White
10,0,9,8,57,50.0,150.0,Anand Rajan
11,0,8,7,60,100.0,0.0,A Mishra
12,0,7,7,69,66.66666666666666,233.33333333333334,Ankit Sharma
13,0,6,7,83,200.0,266.66666666666663,CL White
14,0,5,7,85,20.0,100.0,DW Steyn
15,0,4,7,94,66.66666666666666,233.33333333333334,A Mishra
16,0,3,6,102,100.0,0.0,DT Christian
17,0,2,6,116,260.0,100.0,A Mishra
18,0,1,5,121,33.33333333333333,100.0,DW Steyn
19,0,0,5,142,200.0,466.6666666666667,DT Christian
0,-1,19,10,9,114.28571428571428,0.0,Mohammed Siraj
1,-1,18,10,11,14.285714285714285,0.0,Arshad Khan
2,0,17,10,14,100.0,25.0,Mohammed Siraj
3,-1,16,9,19,100.0,100.0,Arshad Khan
4,0,15,9,28,150.0,0.0,Mohammed Siraj
5,0,14,9,45,283.33333333333337,0.0,K Rabada
6,0,13,9,50,100.0,50.0,M Prasidh Krishna
7,0,12,9,55,100.0,33.33333333333333,Rashid Khan
8,0,11,9,70,133.33333333333331,366.66666666666663,M Prasidh Krishna
9,-1,10,9,81,180.0,50.0,Rashid Khan
10,0,9,9,98,266.66666666666663,300.0,K Rabada
11,0,8,8,106,175.0,50.0,R Sai Kishore
12,0,7,8,113,125.0,100.0,Rashid Khan
13,0,6,8,126,325.0,0.0,R Sai Kishore
14,0,5,8,136,100.0,200.0,Rashid Khan
15,0,4,8,151,250.0,0.0,R Sai Kishore
16,0,3,7,158,0.0,200.0,M Prasidh Krishna
17,0,2,7,169,225.0,100.0,R Sai Kishore
18,0,1,7,183,150.0,275.0,M Prasidh Krishna
19,0,0,7,199,225.0,350.0,Mohammed Siraj
0,0,19,10,11,166.66666666666669,200.0,AR Patel
1,0,18,10,31,333.33333333333337,0.0,T Natarajan
2,0,17,10,43,100.0,250.0,AR Patel
3,0,16,10,49,75.0,150.0,Mustafizur Rahman
4,0,15,10,52,50.0,50.0,PVD Chameera
5,0,14,10,59,100.0,125.0,Mustafizur Rahman
6,0,13,10,63,66.66666666666666,66.66666666666666,V Nigam
7,0,12,10,70,66.66666666666666,133.33333333333331,Kuldeep Yadav
8,0,11,10,82,166.66666666666669,233.33333333333334,AR Patel
9,-1,10,10,93,160.0,100.0,Kuldeep Yadav
10,0,9,10,104,100.0,266.66666666666663,V Nigam
11,0,8,10,115,225.0,100.0,T Natarajan
12,-1,7,10,134,250.0,260.0,PVD Chameera
13,0,6,10,143,200.0,100.0,Kuldeep Yadav
14,-1,5,10,154,200.0,66.66666666666666,V Nigam
15,0,4,10,165,250.0,50.0,Mustafizur Rahman
16,0,3,10,183,233.33333333333334,366.66666666666663,T Natarajan
17,0,2,10,194,133.33333333333331,233.33333333333334,Kuldeep Yadav
18,0,1,10,205,133.33333333333331,233.33333333333334,V Nigam
0,0,19,10,3,40.0,100.0,K Gowtham
1,0,18,10,17,225.0,250.0,DS Kulkarni
2,0,17,9,20,0.0,100.0,K Gowtham
3,0,16,9,26,125.0,50.0,DS Kulkarni
4,0,15,9,33,100.0,125.0,JC Archer
5,0,14,9,39,125.0,50.0,JD Unadkat
6,0,13,9,48,175.0,100.0,IS Sodhi
7,0,12,9,54,66.66666666666666,133.33333333333331,BA Stokes
8,0,11,9,63,100.0,250.0,IS Sodhi
9,0,10,9,70,140.0,0.0,BA Stokes
10,0,9,9,78,150.0,100.0,MK Lomror
11,0,8,9,99,350.0,0.0,JD Unadkat
12,0,7,9,107,140.0,100.0,JC Archer
13,0,6,8,113,50.0,125.0,K Gowtham
14,0,5,7,120,66.66666666666666,50.0,IS Sodhi
15,0,4,7,126,125.0,50.0,K Gowtham
16,0,3,7,133,50.0,150.0,BA Stokes
17,0,2,5,137,0.0,100.0,JC Archer
18,0,1,4,143,50.0,166.66666666666669,JD Unadkat
19,0,0,3,151,150.0,50.0,JC Archer
0,0,19,10,4,66.66666666666666,0.0,Sandeep Sharma
1,0,18,10,13,133.33333333333331,166.66666666666669,Shakib Al Hasan
2,0,17,9,14,0.0,0.0,Sandeep Sharma
3,0,16,9,31,283.33333333333337,0.0,Basil Thampi
4,0,15,9,35,50.0,100.0,Sandeep Sharma
5,0,14,9,43,50.0,175.0,S Kaul
6,0,13,9,50,120.0,100.0,Shakib Al Hasan
7,0,12,9,60,133.33333333333331,200.0,Rashid Khan
8,0,11,9,69,175.0,100.0,Shakib Al Hasan
9,0,10,8,72,50.0,50.0,S Kaul
10,0,9,7,77,100.0,0.0,YK Pathan
11,0,8,7,82,100.0,75.0,Shakib Al Hasan
12,0,7,7,91,150.0,150.0,YK Pathan
13,0,6,6,96,100.0,66.66666666666666,Rashid Khan
14,0,5,6,102,75.0,150.0,Sandeep Sharma
15,0,4,6,109,100.0,150.0,Rashid Khan
16,0,3,6,116,125.0,100.0,S Kaul
17,0,2,6,125,200.0,50.0,Rashid Khan
18,0,1,5,131,100.0,100.0,S Kaul
19,0,0,4,140,175.0,100.0,Basil Thampi
0,0,19,10,1,25.0,0.0,Sandeep Sharma
1,0,18,9,11,166.66666666666669,0.0,B Stanlake
2,0,17,9,28,225.0,400.0,Sandeep Sharma
3,-1,16,9,43,200.0,0.0,B Stanlake
4,0,15,9,48,20.0,0.0,Rashid Khan
5,0,14,7,54,0.0,150.0,S Kaul
6,0,13,7,55,20.0,0.0,Shakib Al Hasan
7,0,12,7,59,50.0,75.0,Sandeep Sharma
8,-1,11,6,72,200.0,0.0,Shakib Al Hasan
9,0,10,6,78,166.66666666666669,33.33333333333333,B Stanlake
10,0,9,6,82,66.66666666666666,0.0,Rashid Khan
11,0,8,6,87,25.0,200.0,S Kaul
12,0,7,6,90,50.0,50.0,Rashid Khan
13,0,6,6,100,100.0,200.0,Shakib Al Hasan
14,0,5,5,111,200.0,0.0,B Stanlake
15,0,4,5,121,100.0,200.0,Shakib Al Hasan
16,0,3,5,129,200.0,66.66666666666666,S Kaul
17,-1,2,4,134,133.33333333333331,0.0,Rashid Khan
18,0,1,2,137,50.0,0.0,Sandeep Sharma
19,-1,0,2,147,75.0,200.0,S Kaul
0,0,19,10,7,50.0,250.0,PJ Sangwan
1,0,18,10,15,66.66666666666666,200.0,JJ Bumrah
2,0,17,10,28,200.0,200.0,PJ Sangwan
3,0,16,10,38,133.33333333333331,200.0,BCJ Cutting
4,0,15,10,42,66.66666666666666,66.66666666666666,KH Pandya
5,0,14,10,56,260.0,100.0,JJ Bumrah
6,0,13,9,63,50.0,166.66666666666669,M Markande
7,0,12,8,73,166.66666666666669,166.66666666666669,Mustafizur Rahman
8,0,11,7,81,25.0,250.0,M Markande
9,0,10,7,87,100.0,100.0,KH Pandya
10,0,9,6,94,100.0,33.33333333333333,M Markande
11,0,8,6,104,200.0,100.0,Mustafizur Rahman
12,0,7,5,107,66.66666666666666,33.33333333333333,M Markande
13,0,6,5,114,100.0,125.0,BCJ Cutting
14,0,5,5,121,125.0,100.0,JJ Bumrah
15,0,4,5,124,66.66666666666666,33.33333333333333,Mustafizur Rahman
16,0,3,5,133,133.33333333333331,166.66666666666669,BCJ Cutting
17,0,2,3,136,100.0,50.0,JJ Bumrah
18,0,1,1,137,100.0,0.0,Mustafizur Rahman
19,-1,0,1,151,160.0,250.0,BCJ Cutting
0,0,19,10,3,66.66666666666666,33.33333333333333,AR Patel
1,0,18,10,12,180.0,0.0,MA Starc
2,0,17,10,19,100.0,125.0,AR Patel
3,0,16,10,31,220.00000000000003,100.0,Mukesh Kumar
4,0,15,10,40,150.0,150.0,AR Patel
5,0,14,10,51,266.66666666666663,100.0,PVD Chameera
6,0,13,10,61,100.0,200.0,AR Patel
7,0,12,10,75,266.66666666666663,200.0,V Nigam
8,0,11,10,82,100.0,133.33333333333331,MA Starc
9,0,10,9,87,100.0,66.66666666666666,PVD Chameera
10,0,9,9,98,100.0,225.0,Kuldeep Yadav
11,0,8,8,99,100.0,0.0,MA Starc
12,0,7,8,107,150.0,100.0,Kuldeep Yadav
13,0,6,6,110,0.0,50.0,Mukesh Kumar
14,0,5,6,118,166.66666666666669,100.0,Kuldeep Yadav
15,0,4,6,124,100.0,100.0,Mukesh Kumar
16,-1,3,6,130,60.0,100.0,Kuldeep Yadav
17,0,2,6,139,50.0,200.0,PVD Chameera
18,0,1,6,147,66.66666666666666,200.0,MA Starc
19,0,0,4,159,300.0,0.0,Mukesh Kumar
0,-1,19,10,15,166.66666666666669,200.0,SN Thakur
1,0,18,10,21,33.33333333333333,166.66666666666669,DS Rathi
2,0,17,10,28,116.66666666666667,0.0,Prince Yadav
3,-1,16,9,38,100.0,150.0,AK Markram
4,0,15,9,44,100.0,100.0,Prince Yadav
5,0,14,9,54,125.0,250.0,Avesh Khan
6,0,13,9,59,100.0,66.66666666666666,DS Rathi
7,0,12,9,66,125.0,100.0,Ravi Bishnoi
8,0,11,9,69,66.66666666666666,33.33333333333333,DS Rathi
9,0,10,9,80,200.0,150.0,AK Markram
10,0,9,9,96,233.33333333333334,300.0,Ravi Bishnoi
11,0,8,8,105,266.66666666666663,50.0,AK Markram
12,0,7,8,108,100.0,25.0,Avesh Khan
13,0,6,8,121,33.33333333333333,400.0,Ravi Bishnoi
14,-1,5,8,127,33.33333333333333,100.0,Avesh Khan
15,0,4,8,141,233.33333333333334,233.33333333333334,SN Thakur
16,0,3,8,151,200.0,100.0,DS Rathi
17,1,2,8,161,266.66666666666663,100.0,Prince Yadav
0,0,19,10,6,166.66666666666669,33.33333333333333,KW Richardson
1,0,18,10,14,166.66666666666669,100.0,SR Watson
2,0,17,10,21,33.33333333333333,166.66666666666669,Parvez Rasool
3,0,16,9,28,350.0,0.0,KW Richardson
4,0,15,9,33,100.0,75.0,VR Aaron
5,-2,14,9,49,175.0,0.0,HV Patel
6,0,13,9,57,100.0,140.0,T Shamsi
7,0,12,9,63,133.33333333333331,66.66666666666666,Parvez Rasool
8,-1,11,9,74,166.66666666666669,125.0,VR Aaron
9,0,10,9,82,150.0,100.0,Parvez Rasool
10,0,9,9,87,100.0,66.66666666666666,T Shamsi
11,0,8,9,98,150.0,250.0,SR Watson
12,0,7,9,109,200.0,100.0,VR Aaron
13,0,6,9,122,150.0,350.0,Parvez Rasool
14,0,5,9,141,100.0,425.0,KW Richardson
15,0,4,8,153,250.0,200.0,T Shamsi
16,0,3,7,161,100.0,166.66666666666669,SR Watson
17,0,2,6,174,0.0,325.0,KW Richardson
18,0,1,6,188,260.0,100.0,T Shamsi
19,-1,0,5,194,50.0,100.0,SR Watson
0,0,19,10,10,100.0,200.0,A Nehra
1,0,18,10,22,275.0,50.0,B Kumar
2,0,17,10,29,120.0,100.0,A Nehra
3,-1,16,10,37,66.66666666666666,125.0,B Kumar
4,0,15,10,42,100.0,66.66666666666666,A Nehra
5,0,14,9,45,0.0,200.0,Mustafizur Rahman
6,0,13,9,52,140.0,0.0,BB Sran
7,0,12,9,64,200.0,200.0,MC Henriques
8,0,11,9,77,300.0,50.0,BB Sran
9,0,10,8,83,100.0,100.0,MC Henriques
10,0,9,8,89,100.0,100.0,BB Sran
11,0,8,7,92,50.0,100.0,MC Henriques
12,0,7,7,103,100.0,350.0,Mustafizur Rahman
13,0,6,7,122,375.0,200.0,MC Henriques
14,-1,5,6,132,125.0,100.0,BB Sran
15,0,4,6,142,200.0,133.33333333333331,B Kumar
16,0,3,6,152,100.0,233.33333333333334,Mustafizur Rahman
17,0,2,5,162,0.0,233.33333333333334,A Nehra
18,0,1,5,173,100.0,200.0,Mustafizur Rahman
19,0,0,4,179,100.0,100.0,B Kumar
0,-1,19,10,7,100.0,33.33333333333333,N Thushara
1,-1,18,10,21,140.0,250.0,A Kamboj
2,0,17,10,28,50.0,125.0,N Thushara
3,0,16,10,32,50.0,100.0,JJ Bumrah
4,-2,15,10,51,212.5,0.0,A Kamboj
5,0,14,9,56,250.0,0.0,JJ Bumrah
6,0,13,9,67,200.0,166.66666666666669,HH Pandya
7,0,12,8,71,50.0,0.0,A Kamboj
8,0,11,8,82,200.0,100.0,HH Pandya
9,0,10,8,88,100.0,100.0,A Kamboj
10,0,9,7,92,50.0,100.0,PP Chawla
11,0,8,6,96,0.0,100.0,HH Pandya
12,0,7,5,101,0.0,100.0,PP Chawla
13,-1,6,5,107,80.0,50.0,JJ Bumrah
14,0,5,5,120,100.0,275.0,PP Chawla
15,-1,4,3,125,0.0,33.33333333333333,HH Pandya
16,-2,3,2,136,160.0,33.33333333333333,PP Chawla
17,-2,2,2,148,166.66666666666669,100.0,N Thushara
18,0,1,2,156,100.0,150.0,JJ Bumrah
19,-1,0,2,173,250.0,100.0,N Thushara
0,0,19,10,13,166.66666666666669,133.33333333333331,B Kumar
1,-1,18,9,27,80.0,0.0,M Jansen
2,0,17,9,31,0.0,0.0,B Kumar
3,0,16,8,31,0.0,0.0,PJ Cummins
4,0,15,7,36,0.0,133.33333333333331,B Kumar
5,0,14,7,52,225.0,350.0,PJ Cummins
6,0,13,7,74,420.0,100.0,M Jansen
7,0,12,7,79,125.0,0.0,T Natarajan
8,0,11,7,83,66.66666666666666,0.0,Nithish Kumar Reddy
9,0,10,7,84,20.0,0.0,PJ Cummins
10,0,9,7,93,180.0,0.0,T Natarajan
11,0,8,7,105,200.0,200.0,Nithish Kumar Reddy
12,-1,7,7,119,100.0,220.00000000000003,M Jansen
13,-1,6,7,128,50.0,140.0,B Kumar
14,0,5,7,139,200.0,100.0,Shahbaz Ahmed
15,0,4,7,149,166.66666666666669,166.66666666666669,T Natarajan
16,-1,3,7,167,100.0,300.0,PJ Cummins
17,4,2,7,174,100.0,600.0,T Natarajan
0,0,19,10,1,25.0,0.0,B Lee
1,0,18,10,5,33.33333333333333,100.0,Iqbal Abdulla
2,0,17,10,7,33.33333333333333,0.0,B Lee
3,0,16,9,9,0.0,0.0,Iqbal Abdulla
4,0,15,9,12,40.0,0.0,B Lee
5,-1,14,8,15,25.0,100.0,YK Pathan
6,0,13,8,20,66.66666666666666,100.0,R Bhatia
7,0,12,8,25,66.66666666666666,100.0,YK Pathan
8,0,11,8,30,100.0,66.66666666666666,R Bhatia
9,0,10,8,40,66.66666666666666,266.66666666666663,YK Pathan
10,0,9,7,49,200.0,100.0,L Balaji
11,-1,8,7,55,125.0,0.0,Iqbal Abdulla
12,0,7,7,59,50.0,100.0,L Balaji
13,0,6,7,66,50.0,250.0,YK Pathan
14,0,5,7,77,200.0,100.0,JD Unadkat
15,0,4,7,81,50.0,100.0,Iqbal Abdulla
16,-1,3,7,94,275.0,33.33333333333333,L Balaji
17,0,2,7,98,50.0,50.0,B Lee
18,0,1,7,107,100.0,175.0,JH Kallis
19,0,0,6,114,100.0,133.33333333333331,L Balaji
0,-1,19,10,8,83.33333333333334,100.0,JA Morkel
1,-1,18,9,14,0.0,0.0,R Ashwin
2,0,17,9,21,166.66666666666669,66.66666666666666,JA Morkel
3,0,16,9,25,60.0,100.0,R Ashwin
4,0,15,9,31,125.0,50.0,DE Bollinger
5,0,14,8,33,33.33333333333333,0.0,R Ashwin
6,0,13,8,39,125.0,50.0,SB Jakati
7,0,12,8,44,75.0,100.0,S Randiv
8,0,11,8,52,200.0,66.66666666666666,SB Jakati
9,-1,10,8,61,150.0,66.66666666666666,S Randiv
0,0,19,10,6,100.0,0.0,NM Coulter-Nile
1,0,18,10,18,66.66666666666666,333.33333333333337,UT Yadav
2,0,17,10,35,275.0,300.0,CR Woakes
3,0,16,10,52,283.33333333333337,0.0,YK Pathan
4,-1,15,10,67,260.0,50.0,SP Narine
5,-2,14,10,79,66.66666666666666,250.0,Kuldeep Yadav
6,0,13,10,87,175.0,50.0,UT Yadav
7,0,12,10,94,100.0,133.33333333333331,Kuldeep Yadav
8,-1,11,10,105,33.33333333333333,200.0,NM Coulter-Nile
9,0,10,10,123,425.0,50.0,Kuldeep Yadav
10,0,9,10,126,33.33333333333333,66.66666666666666,UT Yadav
11,0,8,10,133,100.0,133.33333333333331,SP Narine
12,0,7,9,140,150.0,50.0,CR Woakes
13,0,6,9,146,133.33333333333331,66.66666666666666,Kuldeep Yadav
14,0,5,9,154,120.0,100.0,UT Yadav
15,0,4,9,169,280.0,100.0,SP Narine
16,0,3,8,175,100.0,100.0,CR Woakes
17,0,2,8,186,100.0,225.0,NM Coulter-Nile
18,-1,1,8,202,50.0,280.0,CR Woakes
19,0,0,7,209,100.0,125.0,NM Coulter-Nile
0,0,19,10,9,50.0,200.0,B Kumar
1,0,18,9,12,0.0,75.0,Mohammed Siraj
2,0,17,8,16,0.0,133.33333333333331,S Kaul
3,0,16,8,25,50.0,200.0,Mohammed Siraj
4,0,15,8,36,200.0,100.0,S Kaul
5,0,14,8,44,150.0,100.0,MC Henriques
6,0,13,8,52,175.0,50.0,Rashid Khan
7,0,12,8,58,100.0,100.0,MC Henriques
8,0,11,8,72,366.66666666666663,100.0,Rashid Khan
9,-1,10,8,82,133.33333333333331,100.0,Bipul Sharma
10,0,9,7,90,140.0,100.0,B Kumar
11,0,8,7,107,350.0,150.0,MC Henriques
12,0,7,6,110,50.0,100.0,Mohammed Siraj
13,0,6,6,118,150.0,100.0,Rashid Khan
14,0,5,6,122,60.0,100.0,S Kaul
15,-1,4,5,130,66.66666666666666,75.0,Rashid Khan
16,0,3,5,138,100.0,150.0,B Kumar
17,0,2,5,149,180.0,200.0,Mohammed Siraj
18,0,1,4,154,66.66666666666666,66.66666666666666,B Kumar
19,0,0,3,161,200.0,33.33333333333333,S Kaul
0,0,19,10,6,100.0,100.0,RJ Harris
1,-1,18,10,17,140.0,150.0,RP Singh
2,0,17,10,21,100.0,50.0,RJ Harris
3,-1,16,10,34,125.0,233.33333333333334,RG Sharma
4,0,15,9,41,233.33333333333334,0.0,Harmeet Singh
5,0,14,9,55,100.0,260.0,DR Smith
6,0,13,9,61,100.0,0.0,A Symonds
7,0,12,8,65,100.0,50.0,Harmeet Singh
8,0,11,8,69,50.0,100.0,A Symonds
9,0,10,8,74,100.0,75.0,PP Ojha
10,0,9,8,79,66.66666666666666,66.66666666666666,A Symonds
11,0,8,7,83,150.0,0.0,PP Ojha
12,-1,7,7,90,75.0,66.66666666666666,RG Sharma
13,0,6,7,101,266.66666666666663,100.0,PP Ojha
14,0,5,6,110,200.0,50.0,A Symonds
15,0,4,6,114,33.33333333333333,66.66666666666666,Harmeet Singh
16,0,3,5,121,66.66666666666666,166.66666666666669,RP Singh
17,0,2,4,125,100.0,0.0,RJ Harris
18,0,1,4,132,100.0,125.0,Harmeet Singh
19,0,0,2,138,0.0,100.0,RJ Harris
0,0,19,10,3,50.0,0.0,R Ashwin
1,-1,18,10,9,100.0,33.33333333333333,DE Bollinger
2,-1,17,10,16,0.0,125.0,R Ashwin
3,-1,16,10,32,50.0,280.0,DE Bollinger
4,0,15,8,35,0.0,0.0,R Ashwin
5,0,14,8,37,25.0,50.0,SB Jakati
6,0,13,8,38,33.33333333333333,0.0,R Ashwin
7,0,12,8,45,100.0,125.0,T Thushara
8,0,11,8,52,66.66666666666666,166.66666666666669,SK Raina
9,0,10,8,56,100.0,60.0,T Thushara
10,0,9,7,61,133.33333333333331,50.0,SK Raina
11,0,8,7,68,175.0,0.0,SB Jakati
