over_num,balls_left_in_over,overs_left,wickets_left,score,striker_sr,non_striker_sr,best_bowler
4,0,15,9,40,433.3333333333333,0.0,MM Sharma
5,0,14,9,56,266.66666666666663,0.0,JA Morkel
6,0,13,9,72,100.0,300.0,CH Morris
7,0,12,9,86,260.0,100.0,R Ashwin
8,0,11,8,89,100.0,0.0,RA Jadeja
9,0,10,8,92,40.0,100.0,R Ashwin
10,0,9,7,98,133.33333333333331,0.0,RA Jadeja
11,0,8,6,101,50.0,25.0,CH Morris
12,0,7,6,109,150.0,100.0,RA Jadeja
13,0,6,6,113,100.0,50.0,DJ Bravo
14,0,5,5,127,325.0,100.0,RA Jadeja
15,0,4,4,129,50.0,0.0,DJ Bravo
16,-1,3,4,137,100.0,100.0,CH Morris
17,0,2,2,140,50.0,100.0,DJ Bravo
18,2,1,0,144,200.0,0.0,MM Sharma
0,-1,19,10,7,85.71428571428571,0.0,TA Boult
1,0,18,9,10,0.0,0.0,JJ Bumrah
2,0,17,9,15,100.0,0.0,TA Boult
3,0,16,9,31,166.66666666666669,366.66666666666663,JJ Bumrah
4,0,15,9,44,240.0,100.0,AF Milne
5,0,14,9,48,50.0,50.0,KH Pandya
6,0,13,9,58,180.0,100.0,RD Chahar
7,-1,12,9,63,50.0,60.0,KH Pandya
8,0,11,8,75,233.33333333333334,250.0,RD Chahar
9,-1,10,8,82,80.0,100.0,KH Pandya
10,0,9,8,85,66.66666666666666,33.33333333333333,RD Chahar
11,-1,8,8,97,200.0,100.0,KH Pandya
12,-1,7,8,109,160.0,100.0,AF Milne
13,0,6,8,117,175.0,50.0,RD Chahar
14,0,5,8,119,100.0,20.0,TA Boult
15,0,4,7,126,150.0,50.0,AF Milne
16,-1,3,7,139,183.33333333333331,100.0,JJ Bumrah
17,0,2,7,156,283.33333333333337,0.0,AF Milne
18,-1,1,5,162,100.0,0.0,JJ Bumrah
19,0,0,4,165,0.0,50.0,TA Boult
0,0,19,10,5,100.0,75.0,KA Jamieson
1,0,18,10,10,50.0,100.0,Mohammed Siraj
2,-1,17,10,27,250.0,100.0,KA Jamieson
3,0,16,10,36,133.33333333333331,133.33333333333331,Mohammed Siraj
4,0,15,10,51,220.00000000000003,400.0,DT Christian
5,-1,14,10,56,33.33333333333333,75.0,HV Patel
6,0,13,9,58,66.66666666666666,0.0,YS Chahal
7,-1,12,9,69,225.0,33.33333333333333,GJ Maxwell
8,0,11,9,75,125.0,50.0,YS Chahal
9,0,10,8,79,66.66666666666666,66.66666666666666,GJ Maxwell
10,0,9,7,82,50.0,100.0,YS Chahal
11,0,8,7,86,50.0,100.0,GJ Maxwell
12,-1,7,7,93,100.0,50.0,HV Patel
13,0,6,6,97,0.0,100.0,GJ Maxwell
14,0,5,5,99,0.0,50.0,Mohammed Siraj
15,0,4,5,105,100.0,100.0,DT Christian
16,-1,3,2,111,0.0,0.0,HV Patel
17,0,2,1,111,0.0,0.0,YS Chahal
18,5,1,0,111,0.0,0.0,HV Patel
0,0,19,10,6,100.0,0.0,TA Boult
1,0,18,10,16,180.0,100.0,Sandeep Sharma
2,0,17,10,31,250.0,0.0,TA Boult
3,0,16,10,59,466.6666666666667,0.0,Avesh Khan
4,0,15,9,68,200.0,0.0,R Ashwin
5,0,14,8,78,166.66666666666669,0.0,Sandeep Sharma
6,0,13,8,84,100.0,100.0,R Parag
7,0,12,8,98,260.0,100.0,YS Chahal
8,-1,11,8,109,160.0,100.0,R Parag
9,0,10,7,115,133.33333333333331,0.0,R Ashwin
10,0,9,7,129,100.0,300.0,Avesh Khan
11,0,8,7,142,200.0,233.33333333333334,TA Boult
12,0,7,6,146,50.0,66.66666666666666,R Ashwin
13,0,6,5,151,66.66666666666666,100.0,YS Chahal
14,0,5,5,156,75.0,100.0,R Ashwin
15,0,4,5,164,350.0,25.0,YS Chahal
16,0,3,5,168,100.0,50.0,Sandeep Sharma
17,0,2,5,189,250.0,400.0,YS Chahal
18,0,1,4,203,50.0,250.0,TA Boult
19,0,0,2,221,400.0,100.0,Sandeep Sharma
0,-2,19,9,7,200.0,0.0,KK Ahmed
1,0,18,9,9,100.0,20.0,I Sharma
2,-1,17,9,27,150.0,366.66666666666663,KK Ahmed
3,0,16,9,42,50.0,350.0,I Sharma
4,0,15,9,57,100.0,280.0,Mukesh Kumar
5,0,14,8,67,200.0,0.0,AR Patel
6,0,13,8,70,66.66666666666666,33.33333333333333,Kuldeep Yadav
7,0,12,8,78,100.0,140.0,AR Patel
8,0,11,8,86,140.0,100.0,Kuldeep Yadav
9,0,10,8,93,100.0,125.0,AR Patel
10,-1,9,7,103,100.0,140.0,Rasikh Salam
11,-1,8,7,113,160.0,50.0,Kuldeep Yadav
12,0,7,7,131,340.0,100.0,Rasikh Salam
13,-1,6,7,148,275.0,166.66666666666669,I Sharma
14,-4,5,7,159,66.66666666666666,100.0,KK Ahmed
15,-1,4,6,170,33.33333333333333,50.0,Mukesh Kumar
16,0,3,5,181,250.0,0.0,KK Ahmed
17,0,2,3,185,0.0,100.0,Kuldeep Yadav
18,0,1,3,193,140.0,100.0,Rasikh Salam
19,0,0,2,201,50.0,0.0,Mukesh Kumar
0,-2,19,10,8,25.0,125.0,MA Starc
1,0,18,10,9,16.666666666666664,0.0,Iqbal Abdulla
2,0,17,10,17,133.33333333333331,0.0,MA Starc
3,0,16,10,30,240.0,100.0,Iqbal Abdulla
4,0,15,9,36,125.0,50.0,HV Patel
5,0,14,8,48,250.0,100.0,YS Chahal
6,0,13,8,54,133.33333333333331,66.66666666666666,HV Patel
7,0,12,8,63,160.0,100.0,Iqbal Abdulla
8,0,11,8,68,100.0,66.66666666666666,D Wiese
9,0,10,7,73,100.0,75.0,V Kohli
10,0,9,7,82,200.0,50.0,D Wiese
11,-1,8,6,87,100.0,0.0,Iqbal Abdulla
12,0,7,5,89,50.0,0.0,YS Chahal
13,0,6,5,93,66.66666666666666,66.66666666666666,D Wiese
14,0,5,5,100,100.0,100.0,HV Patel
15,0,4,5,109,133.33333333333331,166.66666666666669,D Wiese
16,0,3,5,119,200.0,100.0,YS Chahal
17,0,2,3,122,0.0,33.33333333333333,MA Starc
18,0,1,2,127,66.66666666666666,100.0,HV Patel
19,0,0,1,130,0.0,100.0,MA Starc
0,0,19,10,4,25.0,100.0,CH Morris
1,0,18,10,13,50.0,100.0,DS Kulkarni
2,0,17,10,28,100.0,280.0,CH Morris
3,0,16,10,36,140.0,100.0,DS Kulkarni
4,0,15,9,37,0.0,0.0,SR Watson
5,0,14,9,49,220.00000000000003,100.0,JP Faulkner
6,0,13,9,60,250.0,50.0,PV Tambe
7,0,12,9,66,133.33333333333331,66.66666666666666,SR Watson
8,0,11,9,76,180.0,100.0,PV Tambe
9,0,10,9,83,100.0,133.33333333333331,DS Kulkarni
10,0,9,9,88,75.0,100.0,CH Morris
11,0,8,9,93,80.0,100.0,PV Tambe
12,0,7,9,98,80.0,100.0,JP Faulkner
13,0,6,9,114,300.0,233.33333333333334,SR Watson
14,0,5,9,124,100.0,200.0,PV Tambe
15,0,4,9,130,133.33333333333331,66.66666666666666,DS Kulkarni
16,5,3,9,134,400.0,0.0,DJ Hooda
0,0,19,10,3,66.66666666666666,33.33333333333333,P Kumar
1,0,18,10,14,166.66666666666669,200.0,DS Kulkarni
2,-2,17,10,23,100.0,50.0,P Kumar
3,0,16,9,34,200.0,0.0,DS Kulkarni
4,0,15,8,36,0.0,0.0,DR Smith
5,-1,14,8,44,66.66666666666666,125.0,DS Kulkarni
6,-1,13,7,47,0.0,100.0,DR Smith
7,0,12,7,49,25.0,50.0,DJ Bravo
8,0,11,7,54,50.0,100.0,SB Jakati
9,0,10,6,55,100.0,0.0,DR Smith
10,0,9,6,59,25.0,100.0,SB Jakati
11,0,8,5,61,50.0,100.0,DR Smith
12,0,7,5,64,50.0,50.0,RA Jadeja
13,0,6,5,69,75.0,100.0,SB Jakati
14,0,5,5,83,300.0,100.0,RA Jadeja
15,0,4,5,93,250.0,125.0,DJ Bravo
16,0,3,4,103,100.0,233.33333333333334,SB Jakati
17,-1,2,4,116,183.33333333333331,100.0,DJ Bravo
18,0,1,3,120,200.0,0.0,DS Kulkarni
19,0,0,2,124,50.0,66.66666666666666,DJ Bravo
0,-1,19,9,12,0.0,200.0,AS Rajpoot
1,-1,18,8,20,50.0,0.0,SP Narine
2,0,17,8,28,150.0,50.0,AS Rajpoot
3,0,16,7,39,200.0,0.0,M Morkel
4,0,15,7,45,125.0,50.0,SP Narine
5,-1,14,7,55,160.0,50.0,M Morkel
6,-3,13,7,71,120.0,75.0,AS Rajpoot
7,0,12,7,83,250.0,175.0,M Morkel
8,-1,11,7,87,33.33333333333333,100.0,JO Holder
9,-1,10,6,97,140.0,200.0,SP Narine
10,0,9,6,107,180.0,100.0,JO Holder
11,0,8,6,113,100.0,100.0,SP Narine
12,0,7,6,119,125.0,50.0,YK Pathan
13,3,6,6,125,250.0,100.0,M Morkel
0,0,19,10,4,75.0,50.0,DW Steyn
1,0,18,10,10,50.0,100.0,B Kumar
2,0,17,9,14,0.0,0.0,DW Steyn
3,0,16,9,23,180.0,0.0,B Kumar
4,-1,15,9,37,200.0,100.0,KV Sharma
5,0,14,9,52,366.66666666666663,133.33333333333331,MC Henriques
6,0,13,8,60,50.0,200.0,A Mishra
7,0,12,8,67,125.0,100.0,MC Henriques
8,0,11,7,73,125.0,100.0,A Mishra
9,0,10,7,75,25.0,50.0,KV Sharma
10,0,9,7,84,200.0,50.0,A Mishra
11,0,8,7,91,100.0,133.33333333333331,IK Pathan
12,0,7,7,102,25.0,350.0,DW Steyn
13,0,6,7,115,100.0,240.0,KV Sharma
14,0,5,7,121,100.0,100.0,IK Pathan
15,0,4,7,128,120.0,100.0,B Kumar
16,0,3,5,132,0.0,100.0,MC Henriques
17,0,2,5,137,100.0,66.66666666666666,IK Pathan
18,0,1,4,139,50.0,25.0,B Kumar
19,0,0,3,143,66.66666666666666,66.66666666666666,DW Steyn
0,-1,19,10,10,50.0,80.0,Mohammed Shami
1,-2,18,9,17,100.0,0.0,S Kaul
2,-1,17,9,24,50.0,100.0,Imran Tahir
3,0,16,8,37,200.0,0.0,R Shukla
4,4,15,8,44,100.0,600.0,LR Shukla
0,0,19,10,10,100.0,180.0,P Kumar
1,0,18,10,15,83.33333333333334,0.0,JP Faulkner
2,0,17,10,21,33.33333333333333,133.33333333333331,P Kumar
3,0,16,9,28,100.0,125.0,AD Mascarenhas
4,-1,15,8,36,33.33333333333333,125.0,P Kumar
5,0,14,8,38,33.33333333333333,33.33333333333333,AD Mascarenhas
6,-1,13,8,43,66.66666666666666,25.0,P Kumar
7,0,12,8,53,100.0,233.33333333333334,Bipul Sharma
8,0,11,8,58,75.0,100.0,PP Chawla
9,0,10,8,71,200.0,200.0,Bipul Sharma
10,0,9,8,80,200.0,50.0,PP Chawla
11,0,8,8,86,100.0,100.0,AD Mascarenhas
12,0,7,8,92,100.0,25.0,Harmeet Singh
13,0,6,8,101,100.0,200.0,JP Faulkner
14,0,5,7,113,166.66666666666669,233.33333333333334,Harmeet Singh
15,0,4,7,121,166.66666666666669,100.0,AD Mascarenhas
16,0,3,6,122,0.0,0.0,Harmeet Singh
17,0,2,6,131,100.0,250.0,JP Faulkner
18,-2,1,5,158,325.0,0.0,Harmeet Singh
19,0,0,4,166,233.33333333333334,100.0,JP Faulkner
0,0,19,10,3,50.0,25.0,AB Dinda
1,0,18,10,7,66.66666666666666,0.0,MN Samuels
2,0,17,9,9,0.0,33.33333333333333,AB Dinda
3,0,16,8,11,25.0,0.0,MN Samuels
4,0,15,8,13,50.0,25.0,A Nehra
5,0,14,8,19,50.0,125.0,R Sharma
6,0,13,8,23,50.0,50.0,M Kartik
7,0,12,8,30,100.0,133.33333333333331,JD Ryder
8,-2,11,8,45,100.0,183.33333333333331,M Kartik
9,0,10,7,53,33.33333333333333,0.0,JD Ryder
10,0,9,7,58,75.0,100.0,M Kartik
11,-1,8,7,72,66.66666666666666,250.0,JD Ryder
12,0,7,6,75,50.0,50.0,A Nehra
13,0,6,5,84,100.0,160.0,R Sharma
14,0,5,5,99,250.0,0.0,A Nehra
15,0,4,4,104,0.0,133.33333333333331,R Sharma
16,0,3,3,108,50.0,66.66666666666666,MN Samuels
17,0,2,3,122,233.33333333333334,0.0,R Sharma
18,-1,1,2,131,50.0,200.0,AB Dinda
19,0,0,2,144,300.0,50.0,MN Samuels
0,0,19,10,4,33.33333333333333,100.0,DL Chahar
1,-1,18,10,7,16.666666666666664,100.0,SM Curran
2,0,17,9,17,200.0,166.66666666666669,DL Chahar
3,0,16,9,26,233.33333333333334,66.66666666666666,L Ngidi
4,0,15,9,40,100.0,260.0,SM Curran
5,0,14,9,54,266.66666666666663,200.0,DL Chahar
6,0,13,9,68,50.0,325.0,RA Jadeja
7,-1,12,9,96,400.0,350.0,PP Chawla
8,0,11,9,100,66.66666666666666,66.66666666666666,RA Jadeja
9,0,10,9,119,300.0,350.0,PP Chawla
10,-1,9,9,129,66.66666666666666,175.0,RA Jadeja
11,-1,8,7,134,60.0,50.0,L Ngidi
12,0,7,7,137,40.0,100.0,PP Chawla
13,-1,6,7,149,100.0,200.0,RA Jadeja
14,0,5,6,154,0.0,100.0,PP Chawla
15,0,4,6,166,175.0,250.0,L Ngidi
16,0,3,4,173,100.0,0.0,SM Curran
17,0,2,4,177,100.0,25.0,DL Chahar
18,0,1,3,186,200.0,0.0,SM Curran
19,-3,0,3,216,325.0,100.0,L Ngidi
0,0,19,10,5,100.0,66.66666666666666,JD Unadkat
1,0,18,10,8,50.0,50.0,JC Archer
2,-1,17,10,19,225.0,33.33333333333333,JD Unadkat
3,0,16,10,25,100.0,0.0,JC Archer
4,0,15,10,36,125.0,300.0,S Gopal
5,0,14,10,53,0.0,400.0,TK Curran
6,0,13,9,57,66.66666666666666,50.0,R Tewatia
7,0,12,8,64,66.66666666666666,0.0,S Gopal
8,0,11,6,77,100.0,300.0,R Tewatia
9,0,10,6,82,100.0,66.66666666666666,S Gopal
10,0,9,6,86,66.66666666666666,66.66666666666666,R Tewatia
11,0,8,6,101,280.0,100.0,S Gopal
12,-1,7,6,108,75.0,100.0,JD Unadkat
13,-1,6,5,115,133.33333333333331,50.0,TK Curran
14,0,5,5,131,100.0,350.0,R Tewatia
15,-1,4,5,138,125.0,33.33333333333333,JC Archer
16,0,3,5,159,100.0,475.0,JD Unadkat
17,0,2,5,169,100.0,200.0,TK Curran
18,0,1,4,179,225.0,100.0,JC Archer
19,0,0,4,200,400.0,100.0,TK Curran
0,0,19,10,5,133.33333333333331,33.33333333333333,DL Chahar
1,-1,18,10,15,166.66666666666669,100.0,TA Boult
2,-2,17,10,22,62.5,0.0,DL Chahar
3,0,16,10,29,120.0,100.0,JJ Bumrah
4,0,15,10,43,233.33333333333334,0.0,DL Chahar
5,0,14,10,46,40.0,100.0,JJ Bumrah
6,0,13,10,53,150.0,50.0,WG Jacks
7,-1,12,9,65,150.0,200.0,HH Pandya
8,0,11,8,70,100.0,50.0,WG Jacks
9,-1,10,8,75,66.66666666666666,50.0,HH Pandya
10,0,9,8,81,100.0,100.0,TA Boult
11,-2,8,7,83,0.0,0.0,WG Jacks
12,0,7,7,91,200.0,66.66666666666666,MJ Santner
13,0,6,7,95,100.0,50.0,HH Pandya
14,-1,5,7,105,100.0,150.0,TA Boult
15,-1,4,7,112,100.0,80.0,JJ Bumrah
16,0,3,6,115,50.0,0.0,TA Boult
17,0,2,6,136,350.0,0.0,DL Chahar
18,0,1,5,140,0.0,100.0,JJ Bumrah
19,0,0,5,162,300.0,600.0,HH Pandya
0,0,19,10,4,75.0,0.0,Mohammed Shami
1,0,18,10,7,50.0,50.0,PJ Cummins
2,0,17,10,24,283.33333333333337,0.0,Mohammed Shami
3,0,16,9,32,175.0,100.0,PJ Cummins
4,0,15,9,40,100.0,166.66666666666669,Mohammed Shami
5,0,14,9,55,100.0,325.0,E Malinga
6,-2,13,9,59,50.0,16.666666666666664,Zeeshan Ansari
7,0,12,8,70,225.0,100.0,HV Patel
8,0,11,8,82,233.33333333333334,166.66666666666669,Zeeshan Ansari
9,0,10,8,91,160.0,100.0,RD Chahar
10,0,9,8,106,233.33333333333334,266.66666666666663,Zeeshan Ansari
11,-1,8,8,117,125.0,166.66666666666669,E Malinga
12,0,7,7,122,100.0,0.0,PJ Cummins
13,0,6,7,127,75.0,100.0,HV Patel
14,-1,5,6,137,50.0,0.0,PJ Cummins
15,0,4,6,146,175.0,100.0,E Malinga
16,0,3,6,161,133.33333333333331,366.66666666666663,HV Patel
17,0,2,4,162,100.0,0.0,E Malinga
18,5,1,4,166,400.0,0.0,Zeeshan Ansari
0,-2,19,10,11,128.57142857142858,0.0,DT Christian
1,0,18,10,16,100.0,80.0,DW Steyn
2,0,17,10,22,100.0,100.0,I Sharma
3,0,16,10,27,100.0,75.0,DW Steyn
4,0,15,10,35,133.33333333333331,0.0,I Sharma
5,-1,14,9,41,0.0,0.0,DT Christian
6,0,13,9,45,66.66666666666666,66.66666666666666,S Dhawan
7,0,12,9,54,100.0,160.0,PP Ojha
8,0,11,9,64,100.0,200.0,DT Christian
9,0,10,9,73,166.66666666666669,133.33333333333331,PP Ojha
10,-1,9,8,79,75.0,66.66666666666666,A Mishra
11,0,8,7,84,50.0,200.0,PP Ojha
12,0,7,7,87,66.66666666666666,33.33333333333333,A Mishra
13,0,6,7,97,233.33333333333334,66.66666666666666,PP Ojha
14,0,5,7,110,50.0,300.0,A Mishra
15,0,4,7,121,200.0,100.0,DW Steyn
16,-1,3,7,135,120.0,350.0,I Sharma
17,-1,2,7,148,175.0,133.33333333333331,DT Christian
18,0,1,7,158,160.0,100.0,I Sharma
19,0,0,6,169,166.66666666666669,166.66666666666669,DW Steyn
0,0,19,10,1,20.0,0.0,B Lee
1,0,18,10,10,150.0,0.0,L Balaji
2,0,17,10,21,50.0,250.0,B Lee
3,0,16,10,31,266.66666666666663,66.66666666666666,Iqbal Abdulla
4,0,15,10,38,50.0,250.0,L Balaji
5,0,14,8,41,100.0,100.0,Iqbal Abdulla
6,0,13,8,46,80.0,100.0,R Bhatia
7,0,12,8,56,166.66666666666669,133.33333333333331,Iqbal Abdulla
8,0,11,8,64,200.0,66.66666666666666,R Bhatia
9,0,10,8,68,100.0,50.0,YK Pathan
10,0,9,6,70,0.0,100.0,R Bhatia
11,-1,8,6,79,50.0,200.0,YK Pathan
12,0,7,6,90,100.0,266.66666666666663,R Bhatia
13,0,6,6,96,100.0,100.0,YK Pathan
14,0,5,6,108,200.0,200.0,Iqbal Abdulla
15,-1,4,6,119,160.0,100.0,L Balaji
16,0,3,5,126,133.33333333333331,100.0,B Lee
17,0,2,4,131,50.0,100.0,JH Kallis
18,0,1,4,142,100.0,225.0,B Lee
19,-1,0,4,149,80.0,100.0,JH Kallis
0,0,19,10,9,150.0,150.0,DL Chahar
1,0,18,10,13,66.66666666666666,66.66666666666666,Harbhajan Singh
2,-1,17,9,24,200.0,0.0,DL Chahar
3,0,16,9,25,50.0,0.0,Harbhajan Singh
4,0,15,9,41,233.33333333333334,300.0,DL Chahar
5,0,14,9,45,75.0,50.0,Harbhajan Singh
6,0,13,9,51,100.0,66.66666666666666,Imran Tahir
7,0,12,9,65,50.0,325.0,Harbhajan Singh
8,0,11,9,79,100.0,300.0,Imran Tahir
9,-1,10,9,84,40.0,100.0,DJ Bravo
10,0,9,9,92,140.0,100.0,MJ Santner
11,0,8,9,99,100.0,125.0,DJ Bravo
12,0,7,8,101,0.0,33.33333333333333,MJ Santner
13,0,6,7,103,0.0,25.0,Imran Tahir
14,0,5,7,105,25.0,50.0,MJ Santner
15,0,4,7,121,375.0,50.0,Imran Tahir
16,0,3,6,122,100.0,0.0,MJ Santner
17,-1,2,6,128,100.0,33.33333333333333,DJ Bravo
18,0,1,6,138,100.0,233.33333333333334,DL Chahar
19,0,0,6,155,250.0,300.0,DJ Bravo
0,0,19,9,9,100.0,200.0,SL Malinga
1,0,18,9,11,20.0,100.0,KH Pandya
2,0,17,9,22,100.0,200.0,SL Malinga
3,0,16,8,34,0.0,240.0,HH Pandya
4,0,15,7,35,0.0,0.0,KH Pandya
5,0,14,7,40,33.33333333333333,133.33333333333331,JJ Bumrah
6,0,13,7,43,40.0,100.0,RD Chahar
7,0,12,6,47,100.0,33.33333333333333,KH Pandya
8,0,11,6,53,133.33333333333331,66.66666666666666,RD Chahar
9,-3,10,5,60,28.57142857142857,100.0,AS Roy
10,0,9,5,64,66.66666666666666,66.66666666666666,RD Chahar
11,0,8,4,66,0.0,50.0,JJ Bumrah
12,0,7,4,70,100.0,50.0,AS Roy
13,-2,6,4,80,50.0,150.0,HH Pandya
14,0,5,4,88,200.0,66.66666666666666,RD Chahar
15,0,4,3,99,266.66666666666663,100.0,SL Malinga
16,-1,3,2,103,66.66666666666666,0.0,JJ Bumrah
17,2,2,0,109,0.0,300.0,SL Malinga
0,0,19,10,11,140.0,400.0,Z Khan
1,0,18,10,13,20.0,100.0,DL Vettori
2,-1,17,10,23,300.0,0.0,Z Khan
3,-2,16,10,33,100.0,100.0,KP Appanna
4,0,15,10,40,50.0,150.0,R Vinay Kumar
5,0,14,10,46,25.0,250.0,KP Appanna
6,0,13,10,55,100.0,400.0,R Vinay Kumar
7,0,12,10,65,166.66666666666669,166.66666666666669,TM Dilshan
8,0,11,10,73,133.33333333333331,0.0,DL Vettori
9,0,10,10,87,350.0,175.0,HV Patel
10,0,9,9,96,266.66666666666663,0.0,DL Vettori
11,0,8,9,107,100.0,225.0,KP Appanna
12,0,7,9,116,100.0,200.0,TM Dilshan
13,0,6,9,121,100.0,75.0,HV Patel
14,0,5,9,134,150.0,350.0,Z Khan
15,0,4,9,144,66.66666666666666,266.66666666666663,DL Vettori
16,0,3,9,160,266.66666666666663,266.66666666666663,HV Patel
17,-1,2,9,167,133.33333333333331,50.0,R Vinay Kumar
18,0,1,8,181,50.0,325.0,Z Khan
19,0,0,6,190,175.0,0.0,R Vinay Kumar
0,0,19,9,2,33.33333333333333,33.33333333333333,YK Pathan
1,-1,18,9,9,100.0,50.0,B Lee
2,0,17,9,22,166.66666666666669,266.66666666666663,YK Pathan
3,0,16,9,31,150.0,0.0,B Lee
4,0,15,9,32,16.666666666666664,0.0,SP Narine
5,0,14,7,35,100.0,0.0,JH Kallis
6,0,13,7,38,66.66666666666666,33.33333333333333,YK Pathan
7,0,12,7,46,125.0,50.0,JH Kallis
8,0,11,7,47,25.0,0.0,YK Pathan
9,-2,10,7,56,120.0,33.33333333333333,JH Kallis
10,0,9,7,59,66.66666666666666,33.33333333333333,R Bhatia
11,0,8,7,63,66.66666666666666,66.66666666666666,SP Narine
12,0,7,6,78,233.33333333333334,350.0,R Bhatia
13,0,6,6,85,120.0,100.0,B Lee
14,0,5,6,87,25.0,50.0,SP Narine
15,0,4,6,98,225.0,100.0,B Lee
16,0,3,6,111,216.66666666666666,0.0,JH Kallis
17,0,2,5,115,66.66666666666666,0.0,SP Narine
18,0,1,5,138,100.0,440.00000000000006,R Bhatia
19,0,0,4,143,100.0,100.0,LR Shukla
0,0,19,9,6,100.0,0.0,WPUJC Vaas
1,0,18,9,8,25.0,50.0,DP Vijaykumar
2,0,17,9,19,250.0,50.0,WPUJC Vaas
3,0,16,9,28,180.0,0.0,DP Vijaykumar
4,0,15,9,33,83.33333333333334,0.0,SB Styris
5,0,14,9,43,125.0,250.0,RP Singh
6,0,13,9,48,100.0,80.0,SB Styris
7,-1,12,9,58,100.0,166.66666666666669,RP Singh
8,-1,11,9,63,50.0,100.0,Y Venugopal Rao
9,0,10,9,73,50.0,225.0,SB Bangar
10,0,9,8,76,0.0,0.0,Y Venugopal Rao
11,0,8,8,83,100.0,100.0,PP Ojha
12,0,7,8,89,50.0,125.0,Y Venugopal Rao
13,-1,6,8,108,283.33333333333337,100.0,PP Ojha
14,0,5,8,118,200.0,100.0,Y Venugopal Rao
15,0,4,8,136,325.0,250.0,SB Styris
16,0,3,8,155,300.0,350.0,WPUJC Vaas
17,0,2,8,175,333.33333333333337,0.0,RP Singh
18,-1,1,7,185,0.0,133.33333333333331,DP Vijaykumar
19,0,0,6,204,100.0,200.0,RP Singh
0,0,19,10,5,25.0,200.0,AB Dinda
1,0,18,10,11,166.66666666666669,33.33333333333333,I Sharma
2,-1,17,9,17,0.0,0.0,AB Dinda
3,0,16,9,27,250.0,100.0,I Sharma
4,0,15,8,41,233.33333333333334,0.0,AB Dinda
5,-3,14,7,55,0.0,180.0,Umar Gul
6,0,13,7,58,40.0,100.0,SC Ganguly
7,0,12,7,63,50.0,0.0,Umar Gul
8,0,11,6,70,0.0,233.33333333333334,SC Ganguly
9,0,10,6,74,0.0,66.66666666666666,M Kartik
10,0,9,6,86,50.0,250.0,SC Ganguly
11,0,8,6,91,100.0,75.0,M Kartik
12,0,7,5,99,200.0,150.0,AB Dinda
13,0,6,5,121,366.66666666666663,0.0,M Kartik
14,0,5,4,125,50.0,50.0,SC Ganguly
15,0,4,4,137,220.00000000000003,100.0,I Sharma
16,-1,3,4,154,166.66666666666669,275.0,Umar Gul
17,0,2,3,161,150.0,50.0,LR Shukla
18,-2,1,3,172,114.28571428571428,100.0,Umar Gul
19,-1,0,3,181,75.0,166.66666666666669,LR Shukla
0,0,19,10,6,100.0,0.0,A Nehra
1,0,18,10,11,100.0,80.0,R Ashwin
2,0,17,10,21,166.66666666666669,0.0,A Nehra
3,0,16,10,23,20.0,100.0,R Ashwin
4,0,15,8,25,0.0,50.0,A Nehra
5,0,14,8,29,50.0,75.0,R Ashwin
6,0,13,8,36,50.0,150.0,MM Sharma
7,0,12,7,38,0.0,0.0,R Ashwin
8,0,11,7,41,50.0,50.0,MM Sharma
9,-1,10,7,46,50.0,66.66666666666666,SK Raina
10,0,9,7,52,100.0,75.0,MM Sharma
11,0,8,7,65,100.0,275.0,SK Raina
12,-1,7,7,67,33.33333333333333,0.0,DJ Bravo
13,-1,6,6,86,300.0,200.0,SK Raina
14,0,5,6,90,75.0,50.0,P Negi
15,0,4,6,103,100.0,240.0,RA Jadeja
16,-1,3,5,113,200.0,100.0,A Nehra
17,0,2,5,124,100.0,225.0,DJ Bravo
18,0,1,4,131,150.0,0.0,MM Sharma
19,-1,0,2,139,50.0,166.66666666666669,DJ Bravo
0,0,19,10,3,33.33333333333333,33.33333333333333,MA Starc
1,0,18,10,10,150.0,50.0,S Aravind
2,0,17,10,21,250.0,50.0,MA Starc
3,0,16,9,23,0.0,100.0,S Aravind
4,0,15,9,28,166.66666666666669,0.0,HV Patel
5,0,14,9,34,100.0,100.0,S Aravind
6,-2,13,9,41,50.0,100.0,D Wiese
7,0,12,9,47,133.33333333333331,66.66666666666666,YS Chahal
8,0,11,9,58,66.66666666666666,300.0,D Wiese
9,0,10,7,62,133.33333333333331,0.0,YS Chahal
10,0,9,7,64,50.0,25.0,HV Patel
11,0,8,7,72,100.0,150.0,D Wiese
12,0,7,7,82,180.0,100.0,S Aravind
13,0,6,7,85,40.0,100.0,YS Chahal
14,0,5,7,91,100.0,100.0,MA Starc
15,0,4,7,106,280.0,100.0,YS Chahal
16,0,3,6,113,50.0,100.0,D Wiese
17,-1,2,6,127,100.0,220.00000000000003,HV Patel
18,0,1,4,135,175.0,100.0,MA Starc
19,1,0,3,140,100.0,0.0,HV Patel
0,0,19,9,3,40.0,0.0,MA Starc
1,0,18,8,6,20.0,0.0,VG Arora
2,0,17,8,15,250.0,100.0,MA Starc
3,-3,16,8,21,33.33333333333333,33.33333333333333,VG Arora
4,0,15,7,23,0.0,100.0,MA Starc
5,-1,14,7,40,225.0,233.33333333333334,VG Arora
6,-1,13,6,47,125.0,33.33333333333333,Harshit Rana
7,0,12,6,51,50.0,100.0,SP Narine
8,0,11,6,58,120.0,100.0,Harshit Rana
